n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr
17,94,0,0,403,1
18,77,0,1,-444,1
19,87,6,1,452,1
20,88,6,1,468,1
21,11,6,1,423,1
22,75,0,0,468,1
24,67,6,1,456,1
25,34,6,1,469,1
27,17,6,1,476,1
28,52,0,1,-432,1
29,78,6,0,-485,1
30,85,0,0,461,1
32,5,6,1,486,1
33,5,6,1,445,1
34,61,6,0,-449,1
35,48,6,0,-436,1
36,75,6,1,465,1
37,29,6,0,-414,1
38,96,6,0,-490,1
40,65,6,0,-458,1
41,57,6,0,-419,1
42,50,6,1,463,1
43,18,6,1,429,1
44,83,0,0,491,1
46,97,6,1,474,1
47,8,6,0,-438,1
48,34,0,0,453,1
1,4,1,0,-466,1
2,1,1,0,-477,1
3,44,6,1,410,1
4,22,6,1,422,1
5,57,3,0,-413,1
7,14,3,1,459,1
8,56,3,1,452,1
9,81,2,0,-435,1
11,99,6,1,429,1
12,80,6,1,-490,1
13,66,3,1,462,1
14,33,3,0,-463,1
15,46,6,0,429,1
17,53,4,1,443,1
18,17,6,0,-469,1
19,76,1,1,495,1
20,22,6,1,426,1
21,51,0,0,436,1
22,19,6,1,469,1
24,56,1,0,-452,1
25,33,0,0,-423,1
27,72,3,1,-457,1
28,80,1,0,-485,1
29,69,6,1,467,1
30,28,2,0,-404,1
32,13,0,1,408,1
33,82,2,1,413,1
34,61,5,1,409,1
35,24,1,0,-471,1
36,19,6,0,-457,1
37,30,4,1,427,1
38,36,4,0,-494,1
40,68,6,1,-448,1
41,53,3,0,-415,1
42,32,6,0,-454,1
43,22,2,1,433,1
44,62,0,0,-413,1
46,92,4,0,472,1
47,87,6,1,-476,1
48,19,0,0,-460,1
1,12,1,0,-424,1
2,25,2,0,-478,1
3,54,5,0,435,1
4,25,3,0,-422,1
5,58,4,0,-482,1
7,54,4,0,-406,1
8,48,1,0,-496,1
9,1,0,0,-454,1
11,2,1,0,-412,1
12,12,2,0,-401,1
13,40,3,0,-447,1
14,58,0,0,-485,1
15,86,5,0,489,1
17,63,6,1,499,1
18,7,5,1,406,1
19,18,5,1,-471,1
20,78,1,0,-410,1
21,58,3,0,-447,1
22,68,2,0,431,1
24,29,3,0,-450,1
25,55,5,0,417,1
27,82,2,0,-423,1
28,11,2,0,-411,1
29,97,6,1,415,1
30,80,2,0,-483,1
32,48,5,1,437,1
33,12,5,1,498,1
34,44,4,1,457,1
35,40,6,1,400,1
36,89,5,0,478,1
37,37,1,0,-401,1
38,27,1,0,-468,1
40,31,4,1,436,1
41,51,6,1,447,1
42,57,2,1,411,1
43,37,5,1,412,1
44,48,4,1,437,1
46,33,1,0,-462,1
47,91,2,1,-483,1
48,24,2,0,-477,1
1,81,6,0,-478,1
2,1,6,1,474,1
3,85,6,0,-406,1
4,68,6,1,462,1
5,57,6,0,487,1
7,59,6,1,486,1
8,86,6,0,-443,1
9,12,6,0,-466,1
11,98,6,1,404,1
12,70,6,0,-457,1
13,14,6,1,494,1
14,89,6,0,465,1
15,95,6,0,446,1
17,13,6,1,-418,1
18,47,6,1,470,1
19,45,6,0,-434,1
20,79,6,0,-407,1
21,91,6,0,446,1
22,33,6,1,-435,1
24,22,6,0,-445,1
25,54,6,0,-411,1
27,53,6,1,402,1
28,7,6,1,428,1
29,50,6,0,-411,1
30,10,6,0,-445,1
32,19,6,1,483,1
33,2,6,1,460,1
34,96,6,1,442,1
35,29,6,1,484,1
36,74,6,0,450,1
37,8,6,1,423,1
38,28,6,0,-479,1
40,80,6,1,-491,1
41,17,6,1,473,1
42,72,6,0,-416,1
43,89,6,1,-407,1
44,13,6,1,437,1
46,45,6,1,-428,1
47,24,6,1,-460,1
48,93,6,0,474,1
1,19,5,1,-496,1
2,7,2,0,-479,1
3,58,5,0,-425,1
4,85,4,0,-482,1
5,81,5,1,498,1
7,71,2,1,-420,1
8,75,1,1,482,1
9,10,5,1,434,1
11,52,4,0,-415,1
12,29,5,0,-435,1
13,74,6,0,443,1
14,38,5,0,413,1
15,43,2,0,-448,1
17,69,5,0,-428,1
18,7,5,0,-487,1
19,79,3,0,-456,1
20,51,5,0,-486,1
21,19,5,1,435,1
22,30,6,1,-447,1
24,60,4,0,-460,1
25,86,5,1,486,1
27,8,5,0,-447,1
28,26,5,0,-473,1
29,60,5,0,-428,1
30,97,6,0,-477,1
32,32,6,1,435,1
33,5,6,1,440,1
34,87,5,0,-457,1
35,58,4,1,450,1
36,75,6,1,487,1
37,7,5,1,439,1
38,45,6,0,479,1
40,48,4,0,-427,1
41,65,6,1,-495,1
42,13,4,1,434,1
43,62,2,1,428,1
44,44,4,1,442,1
46,27,4,1,423,1
47,90,2,0,-450,1
48,39,5,0,-482,1
1,48,3,0,-436,1
2,33,0,0,-445,1
3,61,1,1,485,1
4,27,6,1,425,1
5,67,2,0,483,1
7,4,4,0,-436,1
8,99,6,1,400,1
9,17,3,0,-472,1
11,46,2,1,-497,1
12,46,2,0,-419,1
13,50,2,0,-408,1
14,73,3,0,-441,1
15,43,6,1,431,1
17,71,5,0,458,1
18,52,6,0,-455,1
19,28,1,1,456,1
20,28,2,1,400,1
21,58,4,0,-472,1
22,99,2,0,412,1
24,8,2,0,-435,1
25,54,2,1,441,1
27,82,4,1,421,1
28,89,2,1,-450,1
29,93,3,1,412,1
30,12,3,0,-438,1
32,80,4,1,-420,1
33,75,4,0,-426,1
34,79,3,0,467,1
35,64,3,0,-499,1
36,55,3,0,-488,1
37,36,3,1,451,1
38,89,4,1,473,1
40,5,4,0,-453,1
41,66,4,1,400,1
42,19,3,1,-411,1
43,12,2,0,-411,1
44,78,3,1,-480,1
46,65,3,0,-483,1
47,75,3,1,473,1
48,49,6,0,-423,1
1,84,1,0,-461,1
2,17,4,0,-457,1
3,2,1,1,422,1
4,46,1,1,425,1
5,87,5,1,-420,1
7,5,5,1,497,1
8,36,4,1,407,1
9,17,5,0,-402,1
11,5,6,0,-458,1
12,62,2,1,432,1
13,97,0,1,438,1
14,75,5,0,-406,1
15,54,4,1,463,1
17,47,5,0,-461,1
18,58,2,0,-471,1
19,87,5,0,499,1
20,71,4,0,-448,1
21,31,2,0,-485,1
22,68,1,1,476,1
24,2,6,1,478,1
25,26,3,0,-427,1
27,75,4,1,488,1
28,94,6,0,-468,1
29,51,2,0,-494,1
30,34,4,0,-462,1
32,57,1,0,-475,1
33,2,6,0,-445,1
34,2,6,0,-451,1
35,71,6,0,-445,1
36,46,1,1,495,1
37,85,5,0,-403,1
38,32,6,0,-478,1
40,8,6,0,-422,1
41,9,5,1,461,1
42,67,2,1,414,1
43,92,1,0,-482,1
44,68,1,0,-497,1
46,56,3,1,437,1
47,45,5,1,444,1
48,7,6,0,-482,1
1,46,4,0,-491,1
2,22,5,0,-420,1
3,11,4,0,-475,1
4,93,1,1,495,1
5,4,6,0,455,1
7,27,6,1,-447,1
8,36,1,1,459,1
9,13,1,1,413,1
11,87,2,0,-474,1
12,44,1,0,-428,1
13,17,6,0,426,1
14,3,1,1,449,1
15,88,1,0,-487,1
17,13,1,1,402,1
18,93,2,0,-478,1
19,10,1,1,484,1
20,17,1,1,445,1
21,96,2,1,434,1
22,97,1,0,-463,1
24,50,1,1,487,1
25,92,6,0,418,1
27,42,1,0,-423,1
28,28,6,0,457,1
29,18,2,1,467,1
30,48,2,1,492,1
32,1,0,0,-400,1
33,46,1,0,-444,1
34,48,1,1,467,1
35,97,2,0,-403,1
36,26,1,0,-418,1
37,9,0,0,-496,1
38,99,6,1,-446,1
40,94,2,1,477,1
41,26,1,1,460,1
42,48,2,0,-441,1
43,50,1,0,-481,1
44,10,1,0,-448,1
46,31,1,1,440,1
47,39,1,0,-443,1
48,30,1,0,-424,1
1,34,3,0,400,1
2,86,6,1,-418,1
3,82,3,1,423,1
4,79,5,0,451,1
5,32,4,1,413,1
7,18,6,0,-418,1
8,2,6,0,-405,1
9,53,5,1,-455,1
11,12,5,0,-452,1
12,63,3,1,485,1
13,58,5,1,-463,1
14,60,2,0,-427,1
15,37,3,0,425,1
17,51,3,0,-425,1
18,28,2,1,461,1
19,86,3,0,484,1
20,97,2,0,-479,1
21,67,2,0,-478,1
22,31,3,0,-402,1
24,8,2,1,442,1
25,19,2,0,-489,1
27,1,1,1,401,1
28,73,2,0,-411,1
29,61,2,0,-455,1
30,74,2,1,414,1
32,94,2,0,-404,1
33,37,3,1,490,1
34,23,2,0,-410,1
35,52,6,1,-421,1
36,24,6,0,429,1
37,43,2,0,-428,1
38,74,3,0,-441,1
40,39,3,1,481,1
41,44,6,1,-474,1
42,55,2,0,-494,1
43,44,2,1,412,1
44,74,4,0,468,1
46,32,3,1,452,1
47,14,2,1,445,1
48,22,2,0,431,1
1,39,2,1,445,1
2,47,2,0,-476,1
3,45,2,1,451,1
4,91,6,1,-465,1
5,47,2,1,413,1
7,58,2,0,-468,1
8,93,5,0,487,1
9,67,5,1,-446,1
11,52,3,0,-458,1
12,5,1,0,-492,1
13,33,2,0,-480,1
14,43,1,1,453,1
15,5,2,0,-413,1
17,31,4,1,-456,1
18,26,2,0,-451,1
19,28,2,0,-489,1
20,90,4,0,-436,1
21,96,2,1,417,1
22,98,5,1,406,1
24,93,4,0,462,1
25,70,2,1,469,1
27,67,2,0,-426,1
28,93,5,1,-474,1
29,37,5,1,-468,1
30,16,2,0,-447,1
32,64,5,1,-423,1
33,96,2,1,444,1
34,97,5,1,-458,1
35,39,2,1,500,1
36,82,2,1,402,1
37,55,2,0,-475,1
38,87,2,1,448,1
40,68,2,1,407,1
41,35,1,1,402,1
42,11,2,0,-413,1
43,32,4,1,500,1
44,85,2,1,444,1
46,3,1,0,-497,1
47,60,2,1,446,1
48,42,4,0,-432,1
1,4,2,0,-441,1
2,64,5,1,459,1
3,65,5,1,461,1
4,76,5,1,490,1
5,98,2,1,-416,1
7,22,5,1,463,1
8,78,5,1,453,1
9,89,4,1,435,1
11,82,3,0,-406,1
12,26,5,1,453,1
13,10,4,1,436,1
14,65,2,0,-454,1
15,13,5,0,422,1
17,45,4,1,438,1
18,67,5,1,493,1
19,73,4,1,436,1
20,81,2,0,-460,1
21,69,2,0,-421,1
22,54,3,0,-439,1
24,55,3,0,429,1
25,6,2,0,-411,1
27,76,2,0,-457,1
28,52,3,1,446,1
29,80,1,0,-459,1
30,38,2,0,-447,1
32,94,2,0,-430,1
33,79,4,1,405,1
34,32,5,1,-416,1
35,52,5,1,-412,1
36,30,4,0,-417,1
37,47,5,0,492,1
38,89,4,1,436,1
40,58,2,0,-468,1
41,73,3,0,-496,1
42,65,2,1,-421,1
43,38,3,1,450,1
44,49,2,0,-494,1
46,54,1,1,-454,1
47,77,2,0,408,1
48,59,4,0,413,1
1,63,1,1,440,1
2,90,3,1,435,1
3,48,2,0,-472,1
4,24,0,0,-491,1
5,25,2,0,-467,1
7,45,4,0,-411,1
8,42,4,0,-409,1
9,31,0,0,-429,1
11,80,6,0,454,1
12,34,0,1,449,1
13,59,0,1,408,1
14,71,5,1,426,1
15,94,2,0,-421,1
17,33,4,1,401,1
18,8,1,0,-437,1
19,49,3,1,-458,1
20,83,6,0,466,1
21,2,0,0,-410,1
22,68,2,0,-410,1
24,27,1,0,-458,1
25,1,0,0,-440,1
27,51,4,0,-453,1
28,73,5,0,-486,1
29,56,6,0,473,1
30,48,4,0,-443,1
32,58,4,0,-449,1
33,36,6,0,499,1
34,34,2,0,-425,1
35,47,2,1,423,1
36,56,4,0,-422,1
37,49,6,0,480,1
38,28,6,1,-488,1
40,80,6,0,496,1
41,11,1,0,-497,1
42,46,2,0,-458,1
43,47,4,1,429,1
44,55,1,0,-464,1
46,12,0,1,409,1
47,11,0,0,-457,1
48,28,0,0,-496,1
1,60,2,0,461,1
2,74,0,1,439,1
3,9,1,0,-484,1
4,50,0,0,400,1
5,21,3,1,492,1
7,55,3,1,445,1
8,2,3,0,-401,1
9,61,4,1,497,1
11,23,3,1,451,1
12,71,0,0,464,1
13,32,3,1,400,1
14,59,2,1,413,1
15,68,4,0,471,1
17,43,3,1,457,1
18,64,3,1,491,1
19,4,4,1,489,1
20,11,4,1,424,1
21,39,3,1,461,1
22,41,5,0,-459,1
24,75,0,0,-469,1
25,37,5,1,-494,1
27,4,6,0,-452,1
28,96,0,0,-468,1
29,40,4,0,-431,1
30,68,3,0,-446,1
32,54,4,1,-453,1
33,62,2,0,451,1
34,16,4,1,445,1
35,3,5,0,-472,1
36,14,5,1,480,1
37,12,5,1,467,1
38,48,2,1,463,1
40,58,3,1,435,1
41,1,6,1,485,1
42,80,1,0,-494,1
43,56,2,0,-402,1
44,60,3,0,-497,1
46,38,4,0,-460,1
47,1,6,1,468,1
48,78,3,1,-459,1
1,11,1,0,-464,1
2,76,3,1,-448,1
3,71,6,1,488,1
4,11,6,1,435,1
5,34,2,0,-447,1
7,8,6,1,429,1
8,16,6,1,481,1
9,87,1,1,-407,1
11,11,6,1,421,1
12,90,6,1,412,1
13,8,6,1,451,1
14,58,6,1,445,1
15,53,6,0,443,1
17,4,1,0,-421,1
18,12,0,0,-474,1
19,59,6,1,452,1
20,55,6,0,442,1
21,84,6,1,448,1
22,46,0,0,-412,1
24,78,0,0,-451,1
25,10,6,1,418,1
27,82,6,1,458,1
28,94,0,1,-403,1
29,49,6,0,444,1
30,70,5,1,441,1
32,55,0,0,-456,1
33,58,0,0,-491,1
34,15,5,1,440,1
35,79,6,0,499,1
36,84,0,0,-484,1
37,8,6,1,472,1
38,66,6,1,423,1
40,48,0,0,-455,1
41,15,0,0,-408,1
42,29,0,0,-432,1
43,12,1,0,-472,1
44,45,1,0,-491,1
46,61,2,0,-403,1
47,84,2,0,-473,1
48,6,1,0,-491,1
1,14,6,1,452,1
2,18,0,0,455,1
3,69,6,1,431,1
4,85,3,0,-402,1
5,67,1,1,-472,1
7,6,6,1,473,1
8,98,0,0,411,1
9,44,3,1,463,1
11,81,1,0,411,1
12,95,1,1,-463,1
13,42,3,1,459,1
14,77,2,1,452,1
15,88,1,0,402,1
17,69,3,0,489,1
18,79,3,0,-470,1
19,21,5,0,-482,1
20,84,2,1,437,1
21,86,1,0,-500,1
22,70,1,0,-475,1
24,20,6,1,-438,1
25,19,5,1,405,1
27,27,4,0,468,1
28,25,5,1,435,1
29,12,5,0,-423,1
30,31,4,0,-442,1
32,8,6,0,-420,1
33,80,2,0,-423,1
34,48,5,1,400,1
35,88,0,0,475,1
36,42,0,0,413,1
37,68,0,1,-437,1
38,63,1,1,-432,1
40,26,6,1,467,1
41,34,6,1,403,1
42,90,5,0,411,1
43,63,1,1,-453,1
44,89,6,0,-429,1
46,78,5,1,450,1
47,63,6,0,-434,1
48,44,6,1,439,1
1,70,5,1,-407,1
2,88,5,1,-472,1
3,63,6,0,406,1
4,84,6,0,484,1
5,96,5,0,-411,1
7,73,5,0,-495,1
8,65,5,1,414,1
9,51,5,1,451,1
11,27,5,1,401,1
12,95,5,1,-405,1
13,31,5,1,420,1
14,19,5,1,468,1
15,73,6,0,416,1
17,62,5,0,-439,1
18,78,5,1,484,1
19,46,6,0,484,1
20,75,5,1,481,1
21,63,6,0,486,1
22,24,5,0,-412,1
24,74,6,0,491,1
25,72,6,1,-447,1
27,68,5,0,-402,1
28,42,6,0,404,1
29,71,5,1,441,1
30,71,5,1,461,1
32,58,6,1,-406,1
33,21,5,1,470,1
34,34,5,1,409,1
35,41,5,0,-415,1
36,64,5,0,-490,1
37,49,5,0,-446,1
38,72,5,0,-493,1
40,23,5,0,-403,1
41,60,5,1,436,1
42,7,4,0,-478,1
43,3,5,1,427,1
44,6,4,0,-482,1
46,20,4,1,488,1
47,77,5,1,476,1
48,50,6,0,478,1
1,69,6,0,-467,1
2,4,0,1,480,1
3,13,1,1,436,1
4,22,2,0,-432,1
5,62,6,1,-483,1
7,58,4,1,483,1
8,65,4,1,441,1
9,15,1,1,496,1
11,20,2,0,-422,1
12,25,4,0,-447,1
13,91,5,0,445,1
14,90,5,0,401,1
15,37,4,1,490,1
17,96,6,0,410,1
18,23,4,1,496,1
19,76,6,0,446,1
20,82,6,0,-401,1
21,1,0,0,-421,1
22,38,4,1,406,1
24,22,6,0,-492,1
25,62,5,1,490,1
27,13,4,1,433,1
28,39,4,1,483,1
29,66,6,0,494,1
30,58,5,0,-477,1
32,46,6,1,-421,1
33,53,4,1,420,1
34,49,4,1,401,1
35,76,5,0,-434,1
36,64,5,0,459,1
37,56,6,0,462,1
38,95,5,1,497,1
40,99,5,1,429,1
41,24,5,0,-427,1
42,24,6,0,442,1
43,37,5,1,427,1
44,25,6,1,-457,1
46,12,1,0,-450,1
47,1,0,1,466,1
48,3,0,0,-482,1
1,80,5,1,-443,1
2,86,5,0,-441,1
3,34,6,0,431,1
4,58,6,1,-442,1
5,50,0,0,-402,1
7,20,0,1,426,1
8,78,6,1,-499,1
9,70,6,0,-446,1
11,94,6,0,-408,1
12,16,0,1,404,1
13,15,0,0,-468,1
14,26,0,1,471,1
15,55,6,0,-446,1
17,37,0,0,-418,1
18,36,1,0,-497,1
19,11,3,0,-491,1
20,72,6,0,-453,1
21,79,4,1,494,1
22,69,4,1,453,1
24,2,0,1,460,1
25,41,3,0,-436,1
27,20,1,1,461,1
28,12,0,1,437,1
29,84,6,1,-492,1
30,28,1,1,422,1
32,74,5,1,449,1
33,76,6,1,-401,1
34,61,5,0,-467,1
35,6,0,0,-487,1
36,21,3,1,463,1
37,45,4,0,-449,1
38,30,4,0,-454,1
40,72,6,1,495,1
41,40,5,1,400,1
42,3,0,0,-410,1
43,78,6,0,478,1
44,10,0,0,-436,1
46,61,6,0,-465,1
47,36,3,1,447,1
48,39,3,1,-404,1
1,22,4,1,437,1
2,90,6,0,428,1
3,7,4,0,-442,1
4,37,3,0,-461,1
5,26,3,0,-457,1
7,68,6,1,426,1
8,68,3,1,401,1
9,6,2,0,-463,1
11,58,3,1,457,1
12,49,5,0,-444,1
13,72,6,1,420,1
14,7,1,1,487,1
15,26,2,0,-487,1
17,3,1,1,435,1
18,34,2,0,-451,1
19,31,3,1,485,1
20,79,4,1,452,1
21,60,6,0,467,1
22,50,3,1,499,1
24,44,4,0,-412,1
25,26,3,0,-411,1
27,16,3,0,-441,1
28,37,3,0,-424,1
29,88,6,0,498,1
30,52,4,0,-499,1
32,91,3,0,-445,1
33,35,6,0,441,1
34,35,2,0,-490,1
35,21,2,1,466,1
36,34,3,0,-482,1
37,6,1,0,-496,1
38,13,1,1,461,1
40,65,6,1,-464,1
41,78,4,0,-431,1
42,14,3,0,-478,1
43,53,6,1,-498,1
44,17,1,1,467,1
46,49,5,1,469,1
47,71,5,1,426,1
48,8,0,0,-441,1
1,59,1,0,490,1
2,40,6,1,487,1
3,9,6,1,463,1
4,24,6,1,405,1
5,17,6,0,-411,1
7,39,6,1,461,1
8,69,2,1,421,1
9,47,6,1,-453,1
11,32,6,1,441,1
12,19,6,1,492,1
13,99,1,0,-480,1
14,19,6,1,-402,1
15,7,1,1,436,1
17,25,3,0,-465,1
18,10,1,1,475,1
19,2,6,1,-475,1
20,44,4,1,483,1
21,58,5,0,-500,1
22,35,4,1,424,1
24,26,6,0,451,1
25,88,3,0,-402,1
27,66,2,1,-442,1
28,9,6,1,-474,1
29,75,3,1,441,1
30,67,4,1,448,1
32,77,0,1,485,1
33,63,0,0,-486,1
34,4,0,0,-434,1
35,12,2,1,420,1
36,4,0,0,-430,1
37,78,4,0,470,1
38,97,6,1,412,1
40,6,1,1,493,1
41,55,3,0,-408,1
42,10,0,1,404,1
43,1,0,1,457,1
44,26,6,0,446,1
46,32,2,0,-420,1
47,35,6,0,445,1
48,92,6,0,448,1
1,74,6,1,-455,1
2,93,4,0,-402,1
3,85,5,1,465,1
4,35,0,0,-485,1
5,21,3,1,-441,1
7,23,5,0,458,1
8,69,3,1,420,1
9,26,6,0,-426,1
11,62,3,0,-455,1
12,40,3,1,427,1
13,71,3,1,428,1
14,79,5,1,459,1
15,69,2,0,-419,1
17,40,3,1,400,1
18,82,3,0,-434,1
19,43,3,0,-449,1
20,53,4,1,416,1
21,19,3,1,-442,1
22,2,3,1,439,1
24,44,6,0,-488,1
25,70,3,0,-494,1
27,65,4,0,-419,1
28,22,3,1,438,1
29,93,3,0,414,1
30,92,3,0,427,1
32,67,3,0,400,1
33,51,3,0,434,1
34,61,6,1,-449,1
35,1,4,0,-409,1
36,1,2,0,-403,1
37,95,6,0,441,1
38,34,0,1,418,1
40,50,0,0,-421,1
41,55,6,1,-499,1
42,72,3,0,-500,1
43,68,6,1,497,1
44,33,3,1,423,1
46,85,3,1,493,1
47,43,6,0,-420,1
48,36,3,0,-476,1
1,17,0,0,-444,1
2,39,5,1,469,1
3,89,6,1,-485,1
4,62,3,1,471,1
5,36,6,0,480,1
7,5,0,0,-403,1
8,89,5,1,427,1
9,48,3,0,-499,1
11,27,2,1,441,1
12,96,5,1,410,1
13,55,3,0,-448,1
14,40,2,0,-500,1
15,41,3,1,402,1
17,74,5,1,-476,1
18,14,6,0,427,1
19,60,4,1,445,1
20,98,5,0,-488,1
21,25,6,1,-500,1
22,35,3,1,482,1
24,58,3,0,-459,1
25,47,6,0,480,1
27,54,4,1,499,1
28,47,3,0,-430,1
29,72,3,0,-453,1
30,70,5,1,500,1
32,48,6,1,-406,1
33,84,5,1,443,1
34,27,3,1,422,1
35,25,2,0,-492,1
36,92,6,0,417,1
37,36,2,0,-465,1
38,56,4,1,-496,1
40,80,5,1,468,1
41,22,6,1,-460,1
42,73,4,1,463,1
43,51,6,0,485,1
44,93,6,1,-420,1
46,48,4,1,421,1
47,96,5,0,-446,1
48,50,3,1,-400,1
1,97,5,1,-435,1
2,11,5,1,460,1
3,80,4,0,445,1
4,54,2,1,497,1
5,35,4,1,433,1
7,37,3,0,418,1
8,93,0,0,-486,1
9,46,4,1,491,1
11,59,2,0,-437,1
12,73,2,1,-494,1
13,78,2,0,473,1
14,11,6,1,446,1
15,37,4,0,-476,1
17,61,4,0,-402,1
18,77,5,1,-443,1
19,3,6,1,404,1
20,11,6,1,458,1
21,22,5,1,-432,1
22,19,5,1,401,1
24,23,5,0,-444,1
25,79,4,0,464,1
27,88,4,0,-465,1
28,1,6,1,437,1
29,30,5,1,459,1
30,12,4,0,-433,1
32,34,4,0,-455,1
33,85,1,0,-443,1
34,9,5,0,-430,1
35,76,1,1,481,1
36,94,0,0,434,1
37,85,0,0,439,1
38,52,4,0,-472,1
40,43,4,0,-465,1
41,67,1,0,-410,1
42,37,4,0,-496,1
43,90,0,0,-446,1
44,2,6,0,-436,1
46,5,5,0,-473,1
47,24,4,0,472,1
48,38,5,0,-447,1
1,66,6,0,440,1
2,84,6,0,500,1
3,3,1,0,-485,1
4,11,1,0,-458,1
5,51,6,1,469,1
7,69,5,1,434,1
8,22,1,0,-468,1
9,3,1,0,-431,1
11,86,6,1,-491,1
12,84,0,0,-460,1
13,90,6,0,479,1
14,13,0,1,458,1
15,25,1,0,-495,1
17,92,6,0,498,1
18,68,6,0,408,1
19,42,1,0,-475,1
20,48,1,0,-423,1
21,36,1,1,418,1
22,22,5,1,476,1
24,7,1,0,-438,1
25,83,6,1,-483,1
27,31,1,1,478,1
28,20,1,0,-414,1
29,95,6,1,-401,1
30,36,6,0,490,1
32,94,4,1,448,1
33,46,0,1,467,1
34,12,0,1,422,1
35,10,0,0,-433,1
36,22,0,1,413,1
37,53,0,0,-475,1
38,30,0,0,-487,1
40,32,0,0,-485,1
41,48,0,0,-459,1
42,35,0,1,412,1
43,86,6,0,436,1
44,75,4,1,440,1
46,92,6,1,-438,1
47,50,4,1,437,1
48,2,0,1,404,1
1,85,6,1,-442,1
2,20,6,0,481,1
3,10,1,0,-467,1
4,25,0,0,-418,1
5,45,2,0,-453,1
7,66,2,1,474,1
8,55,4,0,-401,1
9,97,2,0,-483,1
11,53,2,1,423,1
12,31,4,1,471,1
13,53,5,1,-476,1
14,89,2,0,-455,1
15,71,2,1,422,1
17,2,0,0,-470,1
18,19,4,0,407,1
19,93,6,0,498,1
20,43,2,0,-486,1
21,69,3,1,500,1
22,52,3,0,-402,1
24,51,1,0,-433,1
25,91,4,0,-412,1
27,95,4,1,420,1
28,91,4,1,482,1
29,7,1,1,407,1
30,23,4,1,410,1
32,20,4,1,-430,1
33,51,1,0,-410,1
34,40,1,0,-460,1
35,71,2,0,-424,1
36,81,5,1,-416,1
37,26,1,1,406,1
38,17,6,1,-444,1
40,90,5,1,-481,1
41,6,1,0,-483,1
42,95,6,1,-480,1
43,32,3,0,-450,1
44,61,2,1,438,1
46,91,4,1,491,1
47,5,4,1,455,1
48,56,4,0,414,1
1,95,5,0,-497,1
2,77,2,1,413,1
3,28,1,1,456,1
4,70,5,1,442,1
5,15,4,1,431,1
7,98,3,1,-498,1
8,28,5,0,-497,1
9,79,5,0,-495,1
11,85,2,0,496,1
12,17,5,1,477,1
13,48,3,1,492,1
14,49,3,1,432,1
15,45,1,1,-481,1
17,55,4,1,487,1
18,66,1,0,434,1
19,25,6,1,500,1
20,28,3,1,417,1
21,35,5,0,-464,1
22,98,1,0,431,1
24,62,3,0,438,1
25,76,1,1,-454,1
27,76,1,0,-416,1
28,1,6,0,-426,1
29,20,6,1,460,1
30,96,1,1,-451,1
32,43,6,1,419,1
33,43,4,1,421,1
34,50,4,0,-489,1
35,35,3,1,400,1
36,24,6,1,-417,1
37,83,1,1,-447,1
38,88,5,1,440,1
40,91,5,0,-464,1
41,98,4,1,-425,1
42,17,3,0,-441,1
43,82,2,1,-430,1
44,56,4,0,-479,1
46,20,4,1,451,1
47,42,4,0,-485,1
48,38,5,1,469,1
1,52,0,0,-480,1
2,21,5,1,500,1
3,64,0,0,-436,1
4,63,1,1,421,1
5,5,6,1,433,1
7,82,0,0,-406,1
8,31,4,0,493,1
9,36,2,0,-433,1
11,40,5,1,435,1
12,73,1,0,-447,1
13,79,1,0,418,1
14,80,2,0,-409,1
15,74,1,1,-463,1
17,87,2,1,-411,1
18,95,2,1,-434,1
19,36,5,1,445,1
20,9,6,1,402,1
21,98,0,0,-490,1
22,15,5,1,463,1
24,50,1,0,-459,1
25,8,6,1,477,1
27,71,2,0,-447,1
28,6,6,1,423,1
29,28,1,0,-480,1
30,24,5,1,430,1
32,54,3,0,-422,1
33,30,5,1,473,1
34,18,6,0,-491,1
35,38,4,0,-441,1
36,63,2,0,-447,1
37,23,5,0,-496,1
38,98,0,0,440,1
40,70,1,1,-444,1
41,64,3,1,480,1
42,36,5,1,424,1
43,78,4,0,-442,1
44,46,5,1,419,1
46,84,4,1,422,1
47,93,1,0,481,1
48,64,3,0,-416,1
1,60,5,0,-446,1
2,49,5,1,484,1
3,12,6,0,-432,1
4,76,5,1,459,1
5,39,6,0,-408,1
7,47,0,1,-455,1
8,45,6,0,-408,1
9,31,6,0,-467,1
11,68,1,1,405,1
12,64,0,1,-426,1
13,38,6,0,-432,1
14,48,0,1,-443,1
15,7,6,0,-444,1
17,47,2,1,423,1
18,65,1,1,482,1
19,13,6,1,409,1
20,49,6,0,-402,1
21,95,5,0,-420,1
22,6,6,0,-467,1
24,59,6,1,464,1
25,32,6,0,-426,1
27,4,6,1,419,1
28,70,4,1,424,1
29,14,6,0,-425,1
30,41,5,0,-450,1
32,8,6,1,451,1
33,49,6,1,487,1
34,77,6,0,-407,1
35,43,6,1,480,1
36,48,6,0,-429,1
37,15,6,1,491,1
38,5,6,0,-434,1
40,63,5,0,498,1
41,5,6,1,493,1
42,95,0,1,-447,1
43,65,6,1,457,1
44,20,6,0,-464,1
46,14,6,0,-475,1
47,35,4,1,435,1
48,32,6,0,-413,1
1,8,3,0,-434,0
2,68,0,0,415,0
3,40,3,1,405,0
4,18,0,0,-400,0
5,62,3,1,492,0
7,84,3,0,-415,0
8,71,3,1,482,0
9,63,0,0,452,0
11,9,3,1,472,0
